#{"t_start": 1783117055.9462988, "env_id": "None"}
r,l,t,is_success,final_distance,is_out_of_bounds,is_unsafe_low_altitude,altitude,terminal_reason,terminal_stop_command_accepted,terminal_yaw_error,terminal_yaw_penalty,physical_displacement,path_length,max_physical_displacement,min_altitude,motion_command_steps,motion_command_accepted_steps,motion_command_acceptance_rate,mean_action_norm,max_action_norm,mean_xy_action_norm,max_xy_action_norm,last_action_vx,last_action_vy,last_action_vz,last_action_vyaw,reset_method,reset_path,reset_service_attempted,reset_failure_class,reset_position_error,reset_yaw_error,reset_service_status,vertical_safety_penalty,low_altitude_guard_active
-21.006636,8,4913.042374,False,7.859726890677122,True,False,1.4710455735552617,out_of_bounds,True,0.9110773843053183,0.0,1.1249211960196217,1.1249211960196217,1.1249211960196217,1.4710455735552617,8,8,1.0,1.6225504485770146,1.739967517089399,0.6883251100914841,0.7071067811865476,-0.24512389302253723,-0.5,-0.5,1.5707963705062866,simulator_service,service_success,True,,0.0082,0.0002,service_success,0.0,False
-24.826159,15,4932.21904,False,5.61762145460873,True,False,0.6830044941808012,out_of_bounds,True,0.735637339769246,0.0,1.5705567390753004,1.8932071344319756,1.5705567390753004,0.6830044941808012,15,15,1.0,1.3883119381474358,1.793711581496792,0.5796479935435848,0.7071067811865476,-0.5,0.5,-0.5,1.5707963705062866,simulator_service,service_success,True,,0.0074,0.0004,service_success,0.0,False
-51.430687,60,4960.634399,False,6.1711028400464185,True,False,2.854107786066821,out_of_bounds,True,0.4451132899075939,0.0,2.5240491974368893,7.105002479839731,3.1615561052092374,1.2642916614942565,60,60,1.0,1.1915986999798518,1.7644115521709718,0.6113891246979881,0.7071067811865476,0.5,0.5,0.3817681074142456,1.5707963705062866,simulator_service,service_success,True,,0.0073,0.0001,service_success,0.0,False
-66.01535,83,4994.006442,False,7.0980245035106195,True,False,3.145939095015917,out_of_bounds,True,0.08705677262388115,0.0,2.1170875616862794,10.226971229658112,2.271214783209503,1.023404692459853,83,83,1.0,1.2903167568270055,1.793711581496792,0.6184655176967708,0.7071067811865476,0.1631118655204773,0.23596270382404327,0.5,0.4381297528743744,simulator_service,service_success,True,,0.0074,0.0001,service_success,0.0,False
-45.591164,69,5024.424248,False,3.386603317653731,True,False,0.6724966458254288,out_of_bounds,True,0.339246758609991,0.0,2.3874205206183667,6.570890860371513,2.3874205206183667,0.6724966458254288,69,69,1.0,1.2434147499079389,1.793711581496792,0.6125703241846168,0.7071067811865476,-0.5,-0.5,-0.1910659372806549,-0.4787350594997406,simulator_service,service_success,True,,0.0073,0.0,service_success,0.0,False
-28.737057,16,5043.857907,False,9.069332778893973,True,False,1.64985855280597,out_of_bounds,True,0.7324680778023559,0.0,1.430639837440964,1.8633391698008783,1.430639837440964,1.1541799409310705,16,16,1.0,1.4178473669481202,1.7438985897910941,0.6430210735637446,0.7071067811865476,0.27162668108940125,-0.5,0.5,1.5707963705062866,simulator_service,service_success,True,,0.0073,0.0,service_success,0.0,False
-30.0,16,5063.23248,False,9.940346090385074,True,False,2.841668906663327,out_of_bounds,True,0.16655998473033784,0.0,1.6620673160150565,2.095597449786642,1.6620673160150565,1.3863357738002102,16,16,1.0,1.3129253230673312,1.793711581496792,0.6974392936729462,0.7071067811865476,-0.5,-0.5,0.5,1.483820915222168,simulator_service,service_success,True,,0.0073,0.0001,service_success,0.0,False
-28.63242,55,5090.737792,False,1.5660136207394937,True,False,2.667175490589925,out_of_bounds,True,0.851332560746317,0.0,1.4372499820991695,6.8223543296706195,2.2051664967296163,1.2715605709773816,55,55,1.0,1.135457207189961,1.793711581496792,0.6131866700926887,0.7071067811865476,0.5,0.4844534993171692,-0.5,-0.022553671151399612,simulator_service,service_success,True,,0.0071,0.0,service_success,0.0,False
-43.434345,47,5116.735717,False,5.191261003478225,True,False,0.7058334509297285,out_of_bounds,True,0.2739216756454818,0.0,2.3725685939871353,6.048954727132148,2.3725685939871353,0.7058334509297285,47,47,1.0,1.17695492686479,1.74851084184829,0.6101015509750829,0.7071067811865476,0.07625868916511536,-0.38324493169784546,0.5,-0.26433873176574707,simulator_service,service_success,True,,0.0073,0.0002,service_success,0.0,False
-20.699734,39,5144.27127,False,1.1709364812804517,False,True,0.9042796348728018,unsafe_low_altitude,True,0.2711214425426261,0.0,1.2871377602845857,3.381226815537246,1.4222139354054306,0.9042796348728018,39,39,1.0,0.6465735858390642,0.9530630806133304,0.3381328900838695,0.7071067811865476,-0.026436109095811844,-0.12856557965278625,0.0980401337146759,-0.4124668836593628,simulator_service,service_success,True,,0.0072,0.0,service_success,0.0,False
